Dealer_ID,Product_ID,Date,Quantity,Consumption,Location,Year,Month,Day,DayOfWeek,IsWeekend,Season,Lag_Quantity,Lag_Consumption,RollingAvg_Quantity_7,RollingAvg_Consumption_7,RollingAvg_Quantity_30,RollingAvg_Consumption_30,Consumption_Rate,OnTimeRate,DefectRate,LeadTime
D003,P001,11-01-2022,47.0,18.0,New York,2022.0,1.0,11.0,1.0,0,Winter,10,7,37.0,8.0,40.33333333,9.0,0.382978723,0.946377826,0.0288977,9
D003,P001,12-01-2022,85.0,14.0,Los Angeles,2022.0,1.0,12.0,2.0,0,Winter,47,18,45.42857143,9.0,43.76923077,9.384615385,0.164705882,0.773396516,0.065767743,6
D003,P001,13-01-2022,44.0,14.0,New York,2022.0,1.0,13.0,3.0,0,Winter,85,14,49.71428571,10.0,43.78571429,9.714285714,0.318181818,0.826390264,0.027521992,5
D003,P001,14-01-2022,67.0,11.0,Chicago,2022.0,1.0,14.0,4.0,0,Winter,44,14,57.28571429,10.57142857,45.33333333,9.8,0.164179104,0.951651801,0.082027429,13
D003,P001,15-01-2022,97.0,13.0,Los Angeles,2022.0,1.0,15.0,5.0,1,Winter,67,11,62.85714286,11.71428571,48.5625,10.0,0.134020619,0.96313614,0.030823605,12
D003,P001,16-01-2022,62.0,13.0,New York,2022.0,1.0,16.0,6.0,1,Winter,97,13,58.85714286,12.85714286,49.35294118,10.17647059,0.209677419,0.772953994,0.098824773,10
D003,P001,17-01-2022,85.0,5.0,Los Angeles,2022.0,1.0,17.0,0.0,0,Winter,62,13,69.57142857,12.57142857,51.33333333,9.888888889,0.058823529,0.86517119,0.060514479,13
D003,P001,18-01-2022,39.0,6.0,New York,2022.0,1.0,18.0,1.0,0,Winter,85,5,68.42857143,10.85714286,50.68421053,9.684210526,0.153846154,0.757747945,0.084441115,3
D003,P001,19-01-2022,41.0,12.0,Los Angeles,2022.0,1.0,19.0,2.0,0,Winter,39,6,62.14285714,10.57142857,50.2,9.8,0.292682927,0.730563629,0.007281547,3
D003,P001,20-01-2022,64.0,7.0,Chicago,2022.0,1.0,20.0,3.0,0,Winter,41,12,65.0,9.571428571,50.85714286,9.666666667,0.109375,0.97333615,0.034829942,2
D003,P001,21-01-2022,27.0,5.0,Chicago,2022.0,1.0,21.0,4.0,0,Winter,64,7,59.28571429,8.714285714,49.77272727,9.454545455,0.185185185,0.946152251,0.073748709,13
D003,P001,22-01-2022,59.0,16.0,New York,2022.0,1.0,22.0,5.0,1,Winter,27,5,53.85714286,9.142857143,50.17391304,9.739130435,0.271186441,0.928010471,0.065505902,7
D003,P001,23-01-2022,82.0,11.0,Los Angeles,2022.0,1.0,23.0,6.0,1,Winter,59,16,56.71428571,8.857142857,51.5,9.791666667,0.134146341,0.714629896,0.019424312,9
D003,P001,24-01-2022,72.0,16.0,Chicago,2022.0,1.0,24.0,0.0,0,Winter,82,11,54.85714286,10.42857143,52.32,10.04,0.222222222,0.953118638,0.035620293,6
D003,P001,25-01-2022,31.0,12.0,Chicago,2022.0,1.0,25.0,1.0,0,Winter,72,16,53.71428571,11.28571429,51.5,10.11538462,0.387096774,0.831413223,0.026344341,10
D003,P001,26-01-2022,86.0,16.0,Chicago,2022.0,1.0,26.0,2.0,0,Winter,31,12,60.14285714,11.85714286,52.77777778,10.33333333,0.186046512,0.802718537,0.061337017,1
D003,P001,27-01-2022,17.0,17.0,New York,2022.0,1.0,27.0,3.0,0,Winter,86,16,53.42857143,13.28571429,51.5,10.57142857,1.0,0.863942908,0.034456823,6
D003,P001,28-01-2022,21.0,11.0,Chicago,2022.0,1.0,28.0,4.0,0,Winter,17,17,52.57142857,14.14285714,50.44827586,10.5862069,0.523809524,0.727405973,0.030905424,11
D003,P001,29-01-2022,45.0,17.0,New York,2022.0,1.0,29.0,5.0,1,Winter,21,11,50.57142857,14.28571429,50.26666667,10.8,0.377777778,0.926993965,0.020737798,8
D003,P001,30-01-2022,47.0,11.0,Los Angeles,2022.0,1.0,30.0,6.0,1,Winter,45,17,45.57142857,14.28571429,50.13333333,11.0,0.234042553,0.874730523,0.040902712,8
D003,P001,01-02-2022,34.0,11.0,Los Angeles,2022.0,2.0,1.0,1.0,0,Winter,47,11,40.14285714,13.57142857,50.8,10.8,0.323529412,0.755977029,0.019550259,14
D003,P001,02-02-2022,55.0,18.0,Chicago,2022.0,2.0,2.0,2.0,0,Winter,34,11,43.57142857,14.42857143,49.63333333,11.06666667,0.327272727,0.75646966,0.096256959,10
D003,P001,03-02-2022,74.0,13.0,Los Angeles,2022.0,2.0,3.0,3.0,0,Winter,55,18,41.85714286,14.0,50.96666667,11.1,0.175675676,0.755274595,0.015450181,13
D003,P001,04-02-2022,95.0,8.0,New York,2022.0,2.0,4.0,4.0,0,Winter,74,13,53.0,12.71428571,52.93333333,11.1,0.084210526,0.717100716,0.091330471,3
D003,P001,05-02-2022,35.0,8.0,Los Angeles,2022.0,2.0,5.0,5.0,1,Winter,95,8,55.0,12.28571429,53.23333333,11.13333333,0.228571429,0.876339535,0.04284731,13
D003,P001,06-02-2022,22.0,6.0,Chicago,2022.0,2.0,6.0,6.0,1,Winter,35,8,51.71428571,10.71428571,53.5,11.1,0.272727273,0.952104453,0.037786599,1
D003,P001,07-02-2022,15.0,11.0,Chicago,2022.0,2.0,7.0,0.0,0,Winter,22,6,47.14285714,10.71428571,53.53333333,11.23333333,0.733333333,0.705249464,0.02313198,5
D003,P001,08-02-2022,73.0,14.0,Chicago,2022.0,2.0,8.0,1.0,0,Winter,15,11,52.71428571,11.14285714,54.03333333,11.53333333,0.191780822,0.714701393,0.063575633,6
D003,P001,09-02-2022,61.0,17.0,Chicago,2022.0,2.0,9.0,2.0,0,Winter,73,14,53.57142857,11.0,53.06666667,11.93333333,0.278688525,0.871831083,0.068552802,10
D003,P001,09-02-2022,61.0,17.0,Chicago,2022.0,2.0,9.0,2.0,0,Winter,61,17,51.71428571,11.57142857,54.76666667,12.26666667,0.278688525,0.945848706,0.046757096,9
D003,P001,10-02-2022,41.0,5.0,New York,2022.0,2.0,10.0,3.0,0,Winter,61,17,44.0,11.14285714,54.56666667,11.83333333,0.12195122,0.798021667,0.00557069,2
D003,P001,11-02-2022,35.0,16.0,Los Angeles,2022.0,2.0,11.0,4.0,0,Winter,41,5,44.0,12.28571429,52.9,11.9,0.457142857,0.80488432,0.091851015,14
D003,P001,12-02-2022,70.0,11.0,Los Angeles,2022.0,2.0,12.0,5.0,1,Winter,35,16,50.85714286,13.0,53.76666667,11.8,0.157142857,0.878903949,0.098032913,1
D003,P001,13-02-2022,48.0,10.0,New York,2022.0,2.0,13.0,6.0,1,Winter,70,11,55.57142857,12.85714286,53.13333333,11.76666667,0.208333333,0.782263867,0.043104342,7
D003,P001,14-02-2022,93.0,11.0,Chicago,2022.0,2.0,14.0,0.0,0,Winter,48,10,58.42857143,12.42857143,53.0,11.7,0.11827957,0.70798251,0.061366081,2
D003,P001,15-02-2022,39.0,10.0,Los Angeles,2022.0,2.0,15.0,1.0,0,Winter,93,11,55.28571429,11.42857143,52.23333333,11.6,0.256410256,0.920568555,0.045029863,11
D003,P001,16-02-2022,13.0,8.0,Chicago,2022.0,2.0,16.0,2.0,0,Winter,39,10,48.42857143,10.14285714,49.83333333,11.7,0.615384615,0.887694974,0.032187965,2
D003,P001,16-02-2022,13.0,8.0,Chicago,2022.0,2.0,16.0,2.0,0,Winter,13,8,44.42857143,10.57142857,48.96666667,11.76666667,0.615384615,0.8742268,0.007731879,3
D003,P001,17-02-2022,10.0,12.0,New York,2022.0,2.0,17.0,3.0,0,Winter,13,8,40.85714286,10.0,47.93333333,11.76666667,1.2,0.922505239,0.045606773,14
D003,P001,18-02-2022,36.0,18.0,Los Angeles,2022.0,2.0,18.0,4.0,0,Winter,10,12,36.0,11.0,47.0,12.13333333,0.5,0.902569251,0.081838456,4
D003,P001,19-02-2022,57.0,14.0,New York,2022.0,2.0,19.0,5.0,1,Winter,36,18,37.28571429,11.57142857,48.0,12.43333333,0.245614035,0.761764596,0.001703146,13
D003,P001,20-02-2022,60.0,17.0,Los Angeles,2022.0,2.0,20.0,6.0,1,Winter,57,14,32.57142857,12.42857143,48.03333333,12.46666667,0.283333333,0.805744314,0.058210768,7
D003,P001,21-02-2022,58.0,12.0,New York,2022.0,2.0,21.0,0.0,0,Winter,60,17,35.28571429,12.71428571,47.23333333,12.5,0.206896552,0.737833043,0.088077211,1
D003,P001,22-02-2022,17.0,11.0,Chicago,2022.0,2.0,22.0,1.0,0,Winter,58,12,35.85714286,13.14285714,45.4,12.33333333,0.647058824,0.738957104,0.021754943,13
D003,P001,23-02-2022,28.0,14.0,Los Angeles,2022.0,2.0,23.0,2.0,0,Winter,17,11,38.0,14.0,45.3,12.4,0.5,0.902858724,0.018325586,6
D003,P001,24-02-2022,59.0,17.0,New York,2022.0,2.0,24.0,3.0,0,Winter,28,14,45.0,14.71428571,44.4,12.43333333,0.288135593,0.957580032,0.077227663,11
D003,P001,25-02-2022,21.0,12.0,Los Angeles,2022.0,2.0,25.0,4.0,0,Winter,59,17,42.85714286,13.85714286,44.53333333,12.26666667,0.571428571,0.988819775,0.025508643,7
D003,P001,26-02-2022,25.0,9.0,Chicago,2022.0,2.0,26.0,5.0,1,Winter,21,12,38.28571429,13.14285714,44.66666667,12.2,0.36,0.888504135,0.019198427,3
D003,P001,27-02-2022,26.0,8.0,New York,2022.0,2.0,27.0,6.0,1,Winter,25,9,33.42857143,11.85714286,44.03333333,11.9,0.307692308,0.755230397,0.037798925,3
D003,P001,28-02-2022,81.0,16.0,Los Angeles,2022.0,2.0,28.0,0.0,0,Winter,26,8,36.71428571,12.42857143,45.16666667,12.06666667,0.197530864,0.731695104,0.039250201,2
D003,P001,01-03-2022,25.0,10.0,Chicago,2022.0,3.0,1.0,1.0,0,Spring,81,16,37.85714286,12.28571429,44.86666667,12.03333333,0.4,0.943855291,0.087410106,5
D003,P001,02-03-2022,62.0,9.0,Chicago,2022.0,3.0,2.0,2.0,0,Spring,25,10,42.71428571,11.57142857,45.1,11.73333333,0.14516129,0.873626943,0.061844347,7
D003,P001,03-03-2022,24.0,6.0,New York,2022.0,3.0,3.0,3.0,0,Spring,62,9,37.71428571,10.0,43.43333333,11.5,0.25,0.885485506,0.040596146,11
D003,P001,04-03-2022,,,,2022.0,3.0,4.0,4.0,0,Spring,24,6,40.5,9.666666667,41.65517241,11.62068966,0.0,0.934438627,0.053438796,12
D003,P001,05-03-2022,58.0,13.0,New York,2022.0,3.0,5.0,5.0,1,Spring,0,0,46.0,10.33333333,42.44827586,11.79310345,0.224137931,0.910983168,0.095396523,14
D003,P001,06-03-2022,11.0,12.0,Los Angeles,2022.0,3.0,6.0,6.0,1,Spring,58,13,43.5,11.0,42.06896552,12.0,1.090909091,0.950337476,0.011321468,3
D003,P001,07-03-2022,77.0,15.0,New York,2022.0,3.0,7.0,0.0,0,Spring,11,12,42.83333333,10.83333333,44.20689655,12.13793103,0.194805195,0.716864172,0.020771552,7
D003,P001,08-03-2022,16.0,8.0,Chicago,2022.0,3.0,8.0,1.0,0,Spring,77,15,41.33333333,10.5,42.24137931,11.93103448,0.5,0.924256191,0.096252871,8
D003,P001,09-03-2022,49.0,18.0,New York,2022.0,3.0,9.0,2.0,0,Spring,16,8,39.16666667,12.0,41.82758621,11.96551724,0.367346939,0.955255827,0.095732485,13
D003,P001,10-03-2022,50.0,12.0,Chicago,2022.0,3.0,10.0,3.0,0,Spring,49,18,43.5,13.0,41.44827586,11.79310345,0.24,0.785840513,0.017716542,3
D003,P001,11-03-2022,14.0,16.0,Los Angeles,2022.0,3.0,11.0,4.0,0,Spring,50,12,39.28571429,13.42857143,40.51724138,12.17241379,1.142857143,0.892134182,0.014510882,11
D003,P001,12-03-2022,73.0,6.0,Chicago,2022.0,3.0,12.0,5.0,1,Spring,14,16,41.42857143,12.42857143,41.82758621,11.82758621,0.082191781,0.794248619,0.042108513,1
D003,P001,13-03-2022,21.0,7.0,Chicago,2022.0,3.0,13.0,6.0,1,Spring,73,6,42.85714286,11.71428571,40.13793103,11.68965517,0.333333333,0.98739132,0.004971829,3
D003,P001,14-03-2022,17.0,16.0,New York,2022.0,3.0,14.0,0.0,0,Spring,21,7,34.28571429,11.85714286,39.06896552,11.89655172,0.941176471,0.710027072,0.065490353,13
D003,P001,15-03-2022,61.0,13.0,Los Angeles,2022.0,3.0,15.0,1.0,0,Spring,17,16,40.71428571,12.57142857,37.96551724,11.96551724,0.213114754,0.873937853,0.007749602,6
D003,P001,15-03-2022,61.0,13.0,Los Angeles,2022.0,3.0,15.0,1.0,0,Spring,61,13,42.42857143,11.85714286,38.72413793,12.06896552,0.213114754,0.749951064,0.005802963,1
D003,P001,16-03-2022,65.0,14.0,New York,2022.0,3.0,16.0,2.0,0,Spring,61,13,44.57142857,12.14285714,40.51724138,12.27586207,0.215384615,0.913666062,0.048518694,9
D003,P001,17-03-2022,87.0,8.0,New York,2022.0,3.0,17.0,3.0,0,Spring,65,14,55.0,11.0,43.06896552,12.27586207,0.091954023,0.752767085,0.095778664,3
D003,P001,18-03-2022,20.0,8.0,Chicago,2022.0,3.0,18.0,4.0,0,Spring,87,8,47.42857143,11.28571429,43.4137931,12.13793103,0.4,0.770614979,0.042679594,3
D003,P001,19-03-2022,70.0,15.0,Chicago,2022.0,3.0,19.0,5.0,1,Spring,20,8,54.42857143,12.42857143,44.5862069,12.03448276,0.214285714,0.848311243,0.035648116,12
D003,P001,20-03-2022,70.0,18.0,New York,2022.0,3.0,20.0,6.0,1,Spring,70,15,62.0,12.71428571,45.03448276,12.17241379,0.257142857,0.974450485,0.099795672,7
D003,P001,21-03-2022,72.0,5.0,Chicago,2022.0,3.0,21.0,0.0,0,Spring,70,18,63.57142857,11.57142857,45.44827586,11.75862069,0.069444444,0.763514312,0.053196896,7
D003,P001,22-03-2022,71.0,8.0,New York,2022.0,3.0,22.0,1.0,0,Spring,72,5,65.0,10.85714286,45.89655172,11.62068966,0.112676056,0.743272006,0.037524141,13
D003,P001,23-03-2022,41.0,14.0,New York,2022.0,3.0,23.0,2.0,0,Spring,71,8,61.57142857,10.85714286,46.72413793,11.72413793,0.341463415,0.92769305,0.038586081,6
D003,P001,24-03-2022,18.0,12.0,Chicago,2022.0,3.0,24.0,3.0,0,Spring,41,14,51.71428571,11.42857143,46.37931034,11.65517241,0.666666667,0.85018586,0.01949595,7
D003,P001,25-03-2022,40.0,19.0,New York,2022.0,3.0,25.0,4.0,0,Spring,18,12,54.57142857,13.0,45.72413793,11.72413793,0.475,0.973535534,0.051222306,5
D003,P001,26-03-2022,12.0,10.0,New York,2022.0,3.0,26.0,5.0,1,Spring,40,19,46.28571429,12.28571429,45.4137931,11.65517241,0.833333333,0.743984367,0.043885503,8
D003,P001,27-03-2022,36.0,9.0,Chicago,2022.0,3.0,27.0,6.0,1,Spring,12,10,41.42857143,11.0,45.79310345,11.65517241,0.25,0.893778368,0.02707953,10
D003,P001,28-03-2022,50.0,6.0,New York,2022.0,3.0,28.0,0.0,0,Spring,36,9,38.28571429,11.14285714,46.62068966,11.5862069,0.12,0.769863744,0.016054009,14
D003,P001,29-03-2022,52.0,11.0,Los Angeles,2022.0,3.0,29.0,1.0,0,Spring,50,6,35.57142857,11.57142857,45.62068966,11.4137931,0.211538462,0.747028129,0.031123887,2
D003,P001,30-03-2022,23.0,13.0,New York,2022.0,3.0,30.0,2.0,0,Spring,52,11,33.0,11.42857143,45.55172414,11.51724138,0.565217391,0.905028825,0.050868333,5
D003,P001,,94.0,19.0,Los Angeles,,,,,0,Fall,23,13,43.85714286,12.42857143,46.65517241,11.86206897,0.20212766,0.878105386,0.005833327,11
D003,P001,,89.0,18.0,New York,,,,,0,Fall,94,19,50.85714286,12.28571429,48.89655172,12.27586207,0.202247191,0.926448238,0.015374403,9
D003,P002,01-01-2022,23.0,16.0,Chicago,2022.0,1.0,1.0,5.0,1,Winter,0,0,23.0,16.0,23.0,16.0,0.695652174,0.792838773,0.094765727,4
D003,P002,02-01-2022,54.0,6.0,Los Angeles,2022.0,1.0,2.0,6.0,1,Winter,23,16,38.5,11.0,38.5,11.0,0.111111111,0.834391497,0.054285535,8
D003,P002,03-01-2022,98.0,13.0,New York,2022.0,1.0,3.0,0.0,0,Winter,54,6,58.33333333,11.66666667,58.33333333,11.66666667,0.132653061,0.821641503,0.00634493,3
D003,P002,04-01-2022,73.0,6.0,Chicago,2022.0,1.0,4.0,1.0,0,Winter,98,13,62.0,10.25,62.0,10.25,0.082191781,0.995226839,0.069308776,6
D003,P002,05-01-2022,32.0,10.0,Chicago,2022.0,1.0,5.0,2.0,0,Winter,73,6,56.0,10.2,56.0,10.2,0.3125,0.787674687,0.006180287,8
D003,P002,06-01-2022,59.0,18.0,New York,2022.0,1.0,6.0,3.0,0,Winter,32,10,56.5,11.5,56.5,11.5,0.305084746,0.788445172,0.073887423,14
D003,P002,07-01-2022,61.0,11.0,Los Angeles,2022.0,1.0,7.0,4.0,0,Winter,59,18,57.14285714,11.42857143,57.14285714,11.42857143,0.180327869,0.806364463,0.074996272,9
D003,P002,08-01-2022,34.0,14.0,Los Angeles,2022.0,1.0,8.0,5.0,1,Winter,61,11,58.71428571,11.14285714,54.25,11.75,0.411764706,0.869378224,0.065107898,14
D003,P002,09-01-2022,55.0,15.0,Los Angeles,2022.0,1.0,9.0,6.0,1,Winter,34,14,58.85714286,12.42857143,54.33333333,12.11111111,0.272727273,0.775696823,0.073220454,13
D003,P002,10-01-2022,58.0,18.0,Chicago,2022.0,1.0,10.0,0.0,0,Winter,55,15,53.14285714,13.14285714,54.7,12.7,0.310344828,0.974586982,0.008796578,7
D003,P002,11-01-2022,98.0,16.0,Los Angeles,2022.0,1.0,11.0,1.0,0,Winter,58,18,56.71428571,14.57142857,58.63636364,13.0,0.163265306,0.779705669,0.072678055,6
D003,P002,12-01-2022,23.0,19.0,New York,2022.0,1.0,12.0,2.0,0,Winter,98,16,55.42857143,15.85714286,55.66666667,13.5,0.826086957,0.968744719,0.013668832,11
D003,P002,13-01-2022,97.0,7.0,New York,2022.0,1.0,13.0,3.0,0,Winter,23,19,60.85714286,14.28571429,58.84615385,13.0,0.072164948,0.731042519,0.033950591,6
D003,P002,14-01-2022,16.0,18.0,Los Angeles,2022.0,1.0,14.0,4.0,0,Winter,97,7,54.42857143,15.28571429,55.78571429,13.35714286,1.125,0.896968811,0.094274525,12
D003,P002,15-01-2022,63.0,6.0,New York,2022.0,1.0,15.0,5.0,1,Winter,16,18,58.57142857,14.14285714,56.26666667,12.86666667,0.095238095,0.972095656,0.050287548,6
D003,P002,16-01-2022,93.0,16.0,Los Angeles,2022.0,1.0,16.0,6.0,1,Winter,63,6,64.0,14.28571429,58.5625,13.0625,0.172043011,0.750624832,0.096742643,10
D003,P002,17-01-2022,45.0,6.0,Chicago,2022.0,1.0,17.0,0.0,0,Winter,93,16,62.14285714,12.57142857,57.76470588,12.64705882,0.133333333,0.990498088,0.008892246,9
D003,P002,18-01-2022,34.0,12.0,Chicago,2022.0,1.0,18.0,1.0,0,Winter,45,6,53.0,12.0,56.44444444,12.61111111,0.352941176,0.835865008,0.04775566,3
D003,P002,19-01-2022,60.0,6.0,Los Angeles,2022.0,1.0,19.0,2.0,0,Winter,34,12,58.28571429,10.14285714,56.63157895,12.26315789,0.1,0.983714533,0.006240232,4
D003,P002,20-01-2022,55.0,17.0,Los Angeles,2022.0,1.0,20.0,3.0,0,Winter,60,6,52.28571429,11.57142857,56.55,12.5,0.309090909,0.903046013,0.063021026,3
D003,P002,21-01-2022,20.0,6.0,Chicago,2022.0,1.0,21.0,4.0,0,Winter,55,17,52.85714286,9.857142857,54.80952381,12.19047619,0.3,0.790476061,0.0078707,13
D003,P002,22-01-2022,29.0,5.0,Chicago,2022.0,1.0,22.0,5.0,1,Winter,20,6,48.0,9.714285714,53.63636364,11.86363636,0.172413793,0.756490757,0.01753678,9
D003,P002,23-01-2022,87.0,19.0,Los Angeles,2022.0,1.0,23.0,6.0,1,Winter,29,5,47.14285714,10.14285714,55.08695652,12.17391304,0.218390805,0.791120514,0.025883031,13
D003,P002,24-01-2022,36.0,12.0,New York,2022.0,1.0,24.0,0.0,0,Winter,87,19,45.85714286,11.0,54.29166667,12.16666667,0.333333333,0.727905223,0.074874385,14
D003,P002,25-01-2022,72.0,5.0,Chicago,2022.0,1.0,25.0,1.0,0,Winter,36,12,51.28571429,10.0,55.0,11.88,0.069444444,0.74316039,0.016396212,5
D003,P002,26-01-2022,72.0,6.0,Los Angeles,2022.0,1.0,26.0,2.0,0,Winter,72,5,53.0,10.0,55.65384615,11.65384615,0.083333333,0.731398132,0.084663205,14
D003,P002,27-01-2022,57.0,10.0,Los Angeles,2022.0,1.0,27.0,3.0,0,Winter,72,6,53.28571429,9.0,55.7037037,11.59259259,0.175438596,0.826883063,0.013190394,10
D003,P002,28-01-2022,95.0,7.0,New York,2022.0,1.0,28.0,4.0,0,Winter,57,10,64.0,9.142857143,57.10714286,11.42857143,0.073684211,0.938673513,0.003524445,13
D003,P002,29-01-2022,62.0,7.0,New York,2022.0,1.0,29.0,5.0,1,Winter,95,7,68.71428571,9.428571429,57.27586207,11.27586207,0.112903226,0.742415066,0.039504542,8
D003,P002,30-01-2022,35.0,17.0,Los Angeles,2022.0,1.0,30.0,6.0,1,Winter,62,7,61.28571429,9.142857143,56.53333333,11.46666667,0.485714286,0.73909613,0.097944164,12
D003,P002,01-02-2022,25.0,16.0,New York,2022.0,2.0,1.0,1.0,0,Winter,35,17,59.71428571,9.714285714,56.6,11.46666667,0.64,0.893028685,0.011034223,8
D003,P002,02-02-2022,33.0,9.0,Chicago,2022.0,2.0,2.0,2.0,0,Winter,25,16,54.14285714,10.28571429,55.9,11.56666667,0.272727273,0.759154895,0.010171844,9
D003,P002,03-02-2022,82.0,6.0,Chicago,2022.0,2.0,3.0,3.0,0,Winter,33,9,55.57142857,10.28571429,55.36666667,11.33333333,0.073170732,0.729283011,0.075116651,10
D003,P002,04-02-2022,62.0,5.0,Los Angeles,2022.0,2.0,4.0,4.0,0,Winter,82,6,56.28571429,9.571428571,55.0,11.3,0.080645161,0.750054573,0.031216169,7
D003,P002,05-02-2022,23.0,12.0,Los Angeles,2022.0,2.0,5.0,5.0,1,Winter,62,5,46.0,10.28571429,54.7,11.36666667,0.52173913,0.977119419,0.071728162,3
D003,P002,06-02-2022,68.0,15.0,Chicago,2022.0,2.0,6.0,6.0,1,Winter,23,12,46.85714286,11.42857143,55.0,11.26666667,0.220588235,0.946441376,0.020001059,5
D003,P002,07-02-2022,53.0,10.0,Los Angeles,2022.0,2.0,7.0,0.0,0,Winter,68,15,49.42857143,10.42857143,54.73333333,11.23333333,0.188679245,0.806219369,0.046007199,3
D003,P002,08-02-2022,59.0,19.0,Chicago,2022.0,2.0,8.0,1.0,0,Winter,53,10,54.28571429,10.85714286,55.56666667,11.4,0.322033898,0.89674623,0.026528988,2
D003,P002,09-02-2022,77.0,8.0,Los Angeles,2022.0,2.0,9.0,2.0,0,Winter,59,19,60.57142857,10.71428571,56.3,11.16666667,0.103896104,0.861182702,0.045152821,3
D003,P002,10-02-2022,87.0,9.0,New York,2022.0,2.0,10.0,3.0,0,Winter,77,8,61.28571429,11.14285714,57.26666667,10.86666667,0.103448276,0.903137279,0.076909709,12
D003,P002,11-02-2022,31.0,10.0,New York,2022.0,2.0,11.0,4.0,0,Winter,87,9,56.85714286,11.85714286,55.03333333,10.66666667,0.322580645,0.904801346,0.076200994,10
D003,P002,12-02-2022,10.0,13.0,New York,2022.0,2.0,12.0,5.0,1,Winter,31,10,55.0,12.0,54.6,10.46666667,1.3,0.888620205,0.051577229,9
D003,P002,13-02-2022,76.0,10.0,New York,2022.0,2.0,13.0,6.0,1,Winter,10,13,56.14285714,11.28571429,53.9,10.56666667,0.131578947,0.779830411,0.092837184,9
D003,P002,14-02-2022,40.0,11.0,Los Angeles,2022.0,2.0,14.0,0.0,0,Winter,76,10,54.28571429,11.42857143,54.7,10.33333333,0.275,0.711701926,0.02637841,8
D003,P002,15-02-2022,32.0,9.0,New York,2022.0,2.0,15.0,1.0,0,Winter,40,11,50.42857143,10.0,53.66666667,10.43333333,0.28125,0.836670035,0.024031135,7
D003,P002,16-02-2022,98.0,8.0,New York,2022.0,2.0,16.0,2.0,0,Winter,32,9,53.42857143,10.0,53.83333333,10.16666667,0.081632653,0.967292165,0.06138064,1
D003,P002,17-02-2022,99.0,13.0,New York,2022.0,2.0,17.0,3.0,0,Winter,98,8,55.14285714,10.57142857,55.63333333,10.4,0.131313131,0.870849178,0.062129703,9
D003,P002,18-02-2022,93.0,18.0,New York,2022.0,2.0,18.0,4.0,0,Winter,99,13,64.0,11.71428571,57.6,10.6,0.193548387,0.949717313,0.004654004,10
D003,P002,19-02-2022,39.0,12.0,New York,2022.0,2.0,19.0,5.0,1,Winter,93,18,68.14285714,11.57142857,56.9,10.8,0.307692308,0.997487303,0.060777771,2
D003,P002,20-02-2022,55.0,10.0,New York,2022.0,2.0,20.0,6.0,1,Winter,39,12,65.14285714,11.57142857,56.9,10.56666667,0.181818182,0.749084861,0.037443616,6
D003,P002,21-02-2022,69.0,14.0,Los Angeles,2022.0,2.0,21.0,0.0,0,Winter,55,10,69.28571429,12.0,58.53333333,10.83333333,0.202898551,0.907533292,0.074744253,10
D003,P002,22-02-2022,16.0,11.0,Chicago,2022.0,2.0,22.0,1.0,0,Winter,69,14,67.0,12.28571429,58.1,11.03333333,0.6875,0.902288072,0.080810566,5
D003,P002,23-02-2022,62.0,11.0,Chicago,2022.0,2.0,23.0,2.0,0,Winter,16,11,61.85714286,12.71428571,57.26666667,10.76666667,0.177419355,0.993986634,0.055215382,6
D003,P002,24-02-2022,54.0,9.0,Chicago,2022.0,2.0,24.0,3.0,0,Winter,62,11,55.42857143,12.14285714,57.86666667,10.66666667,0.166666667,0.99568022,0.000170503,8
D003,P002,25-02-2022,32.0,14.0,Chicago,2022.0,2.0,25.0,4.0,0,Winter,54,9,46.71428571,11.57142857,56.53333333,10.96666667,0.4375,0.906003584,0.063636581,8
D003,P002,26-02-2022,13.0,11.0,Chicago,2022.0,2.0,26.0,5.0,1,Winter,32,14,43.0,11.42857143,54.56666667,11.13333333,0.846153846,0.773084438,0.074888128,10
D003,P002,27-02-2022,32.0,14.0,New York,2022.0,2.0,27.0,6.0,1,Winter,13,11,39.71428571,12.0,53.73333333,11.26666667,0.4375,0.939566751,0.024898327,2
D003,P002,28-02-2022,12.0,14.0,New York,2022.0,2.0,28.0,0.0,0,Winter,32,14,31.57142857,12.0,50.96666667,11.5,1.166666667,0.73210874,0.0464646,7
D003,P002,01-03-2022,54.0,10.0,Chicago,2022.0,3.0,1.0,1.0,0,Spring,12,14,37.0,11.85714286,50.7,11.6,0.185185185,0.934209791,0.096572662,2
D003,P002,02-03-2022,76.0,13.0,New York,2022.0,3.0,2.0,2.0,0,Spring,54,10,39.0,12.14285714,52.06666667,11.46666667,0.171052632,0.973058837,0.029811555,1
D003,P002,03-03-2022,98.0,16.0,New York,2022.0,3.0,3.0,3.0,0,Spring,76,13,45.28571429,13.14285714,54.5,11.46666667,0.163265306,0.814850018,0.022315325,12
D003,P002,04-03-2022,49.0,7.0,Los Angeles,2022.0,3.0,4.0,4.0,0,Spring,98,16,47.71428571,12.14285714,55.03333333,11.4,0.142857143,0.889190588,0.021085479,8
D003,P002,05-03-2022,20.0,10.0,Chicago,2022.0,3.0,5.0,5.0,1,Spring,49,7,48.71428571,12.0,52.96666667,11.53333333,0.5,0.82904282,0.055880083,9
D003,P002,06-03-2022,33.0,7.0,New York,2022.0,3.0,6.0,6.0,1,Spring,20,10,48.85714286,11.0,52.0,11.6,0.212121212,0.831329516,0.09497871,14
