Dealer_ID,Product_ID,Date,Quantity,Consumption,Location,Year,Month,Day,DayOfWeek,IsWeekend,Season,Lag_Quantity,Lag_Consumption,RollingAvg_Quantity_7,RollingAvg_Consumption_7,RollingAvg_Quantity_30,RollingAvg_Consumption_30,Consumption_Rate
D000,P015,2022-01-23,38.0,10.0,New York,2022.0,1.0,23.0,6.0,1,Winter,55.0,18.0,46.0,11.428571428571429,52.583333333333336,12.125,0.2631578947368421
D000,P015,2022-01-24,59.0,17.0,Los Angeles,2022.0,1.0,24.0,0.0,0,Winter,38.0,10.0,42.57142857142857,13.0,52.84,12.32,0.288135593220339
D000,P015,2022-01-25,98.0,14.0,New York,2022.0,1.0,25.0,1.0,0,Winter,59.0,17.0,51.714285714285715,12.428571428571429,54.57692307692308,12.384615384615385,0.14285714285714285
D000,P015,2022-01-26,75.0,11.0,Los Angeles,2022.0,1.0,26.0,2.0,0,Winter,98.0,14.0,59.857142857142854,12.142857142857142,55.333333333333336,12.333333333333334,0.14666666666666667
D000,P015,2022-01-27,74.0,18.0,Chicago,2022.0,1.0,27.0,3.0,0,Winter,75.0,11.0,68.42857142857143,13.571428571428571,56.0,12.535714285714286,0.24324324324324326
D000,P015,2022-01-28,51.0,5.0,Los Angeles,2022.0,1.0,28.0,4.0,0,Winter,74.0,18.0,64.28571428571429,13.285714285714286,55.827586206896555,12.275862068965518,0.09803921568627451
D000,P015,2022-01-29,31.0,14.0,Chicago,2022.0,1.0,29.0,5.0,1,Winter,51.0,5.0,60.857142857142854,12.714285714285714,55.0,12.333333333333334,0.45161290322580644
D000,P015,2022-01-30,93.0,11.0,New York,2022.0,1.0,30.0,6.0,1,Winter,31.0,14.0,68.71428571428571,12.857142857142858,55.3,12.233333333333333,0.11827956989247312
D000,P015,2022-02-01,78.0,7.0,Los Angeles,2022.0,2.0,1.0,1.0,0,Winter,93.0,11.0,71.42857142857143,11.428571428571429,55.0,12.2,0.08974358974358974
D000,P015,2022-02-02,26.0,15.0,Chicago,2022.0,2.0,2.0,2.0,0,Winter,78.0,7.0,61.142857142857146,11.571428571428571,54.6,12.1,0.5769230769230769
D000,P015,2022-02-03,22.0,11.0,New York,2022.0,2.0,3.0,3.0,0,Winter,26.0,15.0,53.57142857142857,11.571428571428571,54.96666666666667,12.066666666666666,0.5
D000,P015,2022-02-04,51.0,8.0,Los Angeles,2022.0,2.0,4.0,4.0,0,Winter,22.0,11.0,50.285714285714285,10.142857142857142,54.5,11.866666666666667,0.1568627450980392
D000,P015,2022-02-05,43.0,16.0,Los Angeles,2022.0,2.0,5.0,5.0,1,Winter,51.0,8.0,49.142857142857146,11.714285714285714,55.1,11.933333333333334,0.37209302325581395
D000,P015,2022-02-06,35.0,5.0,New York,2022.0,2.0,6.0,6.0,1,Winter,43.0,16.0,49.714285714285715,10.428571428571429,55.43333333333333,11.633333333333333,0.14285714285714285
D000,P015,2022-02-07,11.0,17.0,Chicago,2022.0,2.0,7.0,0.0,0,Winter,35.0,5.0,38.0,11.285714285714286,55.1,11.866666666666667,1.5454545454545454
D000,P015,2022-02-08,92.0,11.0,Chicago,2022.0,2.0,8.0,1.0,0,Winter,11.0,17.0,40.0,11.857142857142858,55.733333333333334,11.666666666666666,0.11956521739130435
D000,P015,2022-02-09,62.0,9.0,New York,2022.0,2.0,9.0,2.0,0,Winter,92.0,11.0,45.142857142857146,11.0,55.46666666666667,11.6,0.14516129032258066
D000,P015,2022-02-10,96.0,7.0,Chicago,2022.0,2.0,10.0,3.0,0,Winter,62.0,9.0,55.714285714285715,10.428571428571429,57.666666666666664,11.6,0.07291666666666667
D000,P015,2022-02-11,72.0,8.0,Los Angeles,2022.0,2.0,11.0,4.0,0,Winter,96.0,7.0,58.714285714285715,10.428571428571429,58.333333333333336,11.466666666666667,0.1111111111111111
D000,P015,2022-02-12,60.0,8.0,Los Angeles,2022.0,2.0,12.0,5.0,1,Winter,72.0,8.0,61.142857142857146,9.285714285714286,57.96666666666667,11.166666666666666,0.13333333333333333
D000,P015,2022-02-13,85.0,7.0,Los Angeles,2022.0,2.0,13.0,6.0,1,Winter,60.0,8.0,68.28571428571429,9.571428571428571,57.6,10.9,0.08235294117647059
D000,P015,2022-02-14,71.0,7.0,Los Angeles,2022.0,2.0,14.0,0.0,0,Winter,85.0,7.0,76.85714285714286,8.142857142857142,56.733333333333334,10.7,0.09859154929577464
D000,P015,2022-02-15,23.0,12.0,Los Angeles,2022.0,2.0,15.0,1.0,0,Winter,71.0,7.0,67.0,8.285714285714286,55.6,10.866666666666667,0.5217391304347826
D000,P015,2022-02-16,91.0,13.0,Chicago,2022.0,2.0,16.0,2.0,0,Winter,23.0,12.0,71.14285714285714,8.857142857142858,57.36666666666667,11.033333333333333,0.14285714285714285
D000,P015,2022-02-17,96.0,8.0,New York,2022.0,2.0,17.0,3.0,0,Winter,91.0,13.0,71.14285714285714,9.0,57.8,11.1,0.08333333333333333
D000,P015,2022-02-18,990.0,190.0,,2022.0,2.0,18.0,4.0,0,Winter,96.0,8.0,202.28571428571428,35.0,89.66666666666667,16.833333333333332,0.1919191919191919
D000,P015,2022-02-19,73.0,17.0,New York,2022.0,2.0,19.0,5.0,1,Winter,990.0,190.0,204.14285714285714,36.285714285714285,91.5,16.966666666666665,0.2328767123287671
D000,P015,2022-02-20,73.0,7.0,Los Angeles,2022.0,2.0,20.0,6.0,1,Winter,73.0,17.0,202.42857142857142,36.285714285714285,93.46666666666667,16.933333333333334,0.0958904109589041
D000,P015,2022-02-21,90.0,5.0,New York,2022.0,2.0,21.0,0.0,0,Winter,73.0,7.0,205.14285714285714,36.0,93.8,16.866666666666667,0.05555555555555555
D000,P015,2022-02-22,32.0,10.0,Los Angeles,2022.0,2.0,22.0,1.0,0,Winter,90.0,5.0,206.42857142857142,35.714285714285715,93.03333333333333,16.6,0.3125
D000,P015,2022-02-23,99.0,17.0,New York,2022.0,2.0,23.0,2.0,0,Winter,32.0,10.0,207.57142857142858,36.285714285714285,95.06666666666666,16.833333333333332,0.1717171717171717
D000,P015,2022-02-24,87.0,19.0,New York,2022.0,2.0,24.0,3.0,0,Winter,99.0,17.0,206.28571428571428,37.857142857142854,96.0,16.9,0.21839080459770116
D000,P015,2022-02-25,23.0,16.0,Chicago,2022.0,2.0,25.0,4.0,0,Winter,87.0,19.0,68.14285714285714,13.0,93.5,16.966666666666665,0.6956521739130435
D000,P015,2022-02-26,28.0,10.0,New York,2022.0,2.0,26.0,5.0,1,Winter,23.0,16.0,61.714285714285715,12.0,91.93333333333334,16.933333333333334,0.35714285714285715
D000,P015,2022-02-27,31.0,11.0,New York,2022.0,2.0,27.0,6.0,1,Winter,28.0,10.0,55.714285714285715,12.571428571428571,90.5,16.7,0.3548387096774194
D000,P015,2022-02-28,18.0,6.0,Chicago,2022.0,2.0,28.0,0.0,0,Winter,31.0,11.0,45.42857142857143,12.714285714285714,89.4,16.733333333333334,0.3333333333333333
D000,P015,2022-03-01,36.0,8.0,Chicago,2022.0,3.0,1.0,1.0,0,Spring,18.0,6.0,46.0,12.428571428571429,89.56666666666666,16.533333333333335,0.2222222222222222
D000,P015,2022-03-02,76.0,7.0,Los Angeles,2022.0,3.0,2.0,2.0,0,Spring,36.0,8.0,42.714285714285715,11.0,89.0,16.4,0.09210526315789473
D000,P015,2022-03-03,23.0,7.0,New York,2022.0,3.0,3.0,3.0,0,Spring,76.0,7.0,33.57142857142857,9.285714285714286,87.16666666666667,16.4,0.30434782608695654
D000,P015,2022-03-04,89.0,9.0,Chicago,2022.0,3.0,4.0,4.0,0,Spring,23.0,7.0,43.0,8.285714285714286,89.26666666666667,16.2,0.10112359550561797
D000,P015,2022-03-05,81.0,14.0,New York,2022.0,3.0,5.0,5.0,1,Spring,89.0,9.0,50.57142857142857,8.857142857142858,91.23333333333333,16.3,0.1728395061728395
D000,P015,2022-03-06,85.0,11.0,New York,2022.0,3.0,6.0,6.0,1,Spring,81.0,14.0,58.285714285714285,8.857142857142858,92.36666666666666,16.4,0.12941176470588237
D000,P015,2022-03-07,26.0,13.0,New York,2022.0,3.0,7.0,0.0,0,Spring,85.0,11.0,59.42857142857143,9.857142857142858,91.8,16.3,0.5
D000,P015,2022-03-08,28.0,7.0,Chicago,2022.0,3.0,8.0,1.0,0,Spring,26.0,13.0,58.285714285714285,9.714285714285714,91.56666666666666,16.366666666666667,0.25
D000,P015,2022-03-09,31.0,16.0,New York,2022.0,3.0,9.0,2.0,0,Spring,28.0,7.0,51.857142857142854,11.0,92.23333333333333,16.333333333333332,0.5161290322580645
D000,P015,2022-03-10,85.0,7.0,Chicago,2022.0,3.0,10.0,3.0,0,Spring,31.0,16.0,60.714285714285715,11.0,92.0,16.2,0.08235294117647059
D000,P015,2022-03-11,25.0,13.0,New York,2022.0,3.0,11.0,4.0,0,Spring,85.0,7.0,51.57142857142857,11.571428571428571,90.76666666666667,16.333333333333332,0.52
D000,P015,2022-03-12,79.0,16.0,Los Angeles,2022.0,3.0,12.0,5.0,1,Spring,25.0,13.0,51.285714285714285,11.857142857142858,90.2,16.633333333333333,0.20253164556962025
D000,P015,2022-03-13,20.0,14.0,Los Angeles,2022.0,3.0,13.0,6.0,1,Spring,79.0,16.0,42.0,12.285714285714286,88.46666666666667,16.833333333333332,0.7
D000,P015,2022-03-14,76.0,18.0,New York,2022.0,3.0,14.0,0.0,0,Spring,20.0,14.0,49.142857142857146,13.0,89.0,17.166666666666668,0.23684210526315788
D000,P015,2022-03-15,21.0,17.0,Chicago,2022.0,3.0,15.0,1.0,0,Spring,76.0,18.0,48.142857142857146,14.428571428571429,86.86666666666666,17.5,0.8095238095238095
D000,P015,2022-03-16,90.0,13.0,New York,2022.0,3.0,16.0,2.0,0,Spring,21.0,17.0,56.57142857142857,14.0,87.5,17.7,0.14444444444444443
D000,P015,2022-03-17,41.0,10.0,Los Angeles,2022.0,3.0,17.0,3.0,0,Spring,90.0,13.0,50.285714285714285,14.428571428571429,88.1,17.633333333333333,0.24390243902439024
D000,P015,2022-03-18,97.0,11.0,Chicago,2022.0,3.0,18.0,4.0,0,Spring,41.0,10.0,60.57142857142857,14.142857142857142,88.3,17.566666666666666,0.1134020618556701
D000,P015,2022-03-19,90.0,16.0,Los Angeles,2022.0,3.0,19.0,5.0,1,Spring,97.0,11.0,62.142857142857146,14.142857142857142,88.1,17.833333333333332,0.17777777777777778
D000,P015,2022-03-20,39.0,12.0,New York,2022.0,3.0,20.0,6.0,1,Spring,90.0,16.0,64.85714285714286,13.857142857142858,56.4,11.9,0.3076923076923077
D000,P015,2022-03-21,66.0,9.0,Chicago,2022.0,3.0,21.0,0.0,0,Spring,39.0,12.0,63.42857142857143,12.571428571428571,56.166666666666664,11.633333333333333,0.13636363636363635
D000,P015,2022-03-22,57.0,8.0,Los Angeles,2022.0,3.0,22.0,1.0,0,Spring,66.0,9.0,68.57142857142857,11.285714285714286,55.63333333333333,11.666666666666666,0.14035087719298245
D000,P015,2022-03-23,13.0,10.0,Chicago,2022.0,3.0,23.0,2.0,0,Spring,57.0,8.0,57.57142857142857,10.857142857142858,53.06666666666667,11.833333333333334,0.7692307692307693
D000,P015,2022-03-24,38.0,14.0,New York,2022.0,3.0,24.0,3.0,0,Spring,13.0,10.0,57.142857142857146,11.428571428571429,53.266666666666666,11.966666666666667,0.3684210526315789
D000,P015,2022-03-25,94.0,17.0,Chicago,2022.0,3.0,25.0,4.0,0,Spring,38.0,14.0,56.714285714285715,12.285714285714286,53.1,11.966666666666667,0.18085106382978725
D000,P015,2022-03-26,23.0,18.0,Los Angeles,2022.0,3.0,26.0,5.0,1,Spring,94.0,17.0,47.142857142857146,12.571428571428571,50.96666666666667,11.933333333333334,0.782608695652174
D000,P015,2022-03-27,59.0,11.0,Chicago,2022.0,3.0,27.0,6.0,1,Spring,23.0,18.0,50.0,12.428571428571429,52.166666666666664,11.766666666666667,0.1864406779661017
D000,P015,2022-03-28,82.0,12.0,Los Angeles,2022.0,3.0,28.0,0.0,0,Spring,59.0,11.0,52.285714285714285,12.857142857142858,53.96666666666667,11.833333333333334,0.14634146341463414
D000,P015,2022-03-29,77.0,16.0,Los Angeles,2022.0,3.0,29.0,1.0,0,Spring,82.0,12.0,55.142857142857146,14.0,55.5,12.0,0.2077922077922078
D000,P015,2022-03-30,66.0,18.0,Chicago,2022.0,3.0,30.0,2.0,0,Spring,77.0,16.0,62.714285714285715,15.142857142857142,57.1,12.4,0.2727272727272727
D000,P015,,24.0,9.0,Los Angeles,,,,,0,Fall,66.0,18.0,60.714285714285715,14.428571428571429,56.7,12.433333333333334,0.375
D000,P015,,54.0,11.0,New York,,,,,0,Fall,24.0,9.0,55.0,13.571428571428571,55.96666666666667,12.566666666666666,0.2037037037037037
D000,P016,2022-01-01,60.0,9.0,Los Angeles,2022.0,1.0,1.0,5.0,1,Winter,0.0,0.0,60.0,9.0,60.0,9.0,0.15
D000,P016,2022-01-02,51.0,6.0,Chicago,2022.0,1.0,2.0,6.0,1,Winter,60.0,9.0,55.5,7.5,55.5,7.5,0.11764705882352941
D000,P016,2022-01-03,45.0,12.0,Los Angeles,2022.0,1.0,3.0,0.0,0,Winter,51.0,6.0,52.0,9.0,52.0,9.0,0.26666666666666666
D000,P016,2022-01-04,60.0,15.0,Chicago,2022.0,1.0,4.0,1.0,0,Winter,45.0,12.0,54.0,10.5,54.0,10.5,0.25
D000,P016,2022-01-05,64.0,11.0,Chicago,2022.0,1.0,5.0,2.0,0,Winter,60.0,15.0,56.0,10.6,56.0,10.6,0.171875
D000,P016,2022-01-06,85.0,13.0,New York,2022.0,1.0,6.0,3.0,0,Winter,64.0,11.0,60.833333333333336,11.0,60.833333333333336,11.0,0.15294117647058825
D000,P016,2022-01-07,41.0,12.0,New York,2022.0,1.0,7.0,4.0,0,Winter,85.0,13.0,58.0,11.142857142857142,58.0,11.142857142857142,0.2926829268292683
D000,P016,2022-01-08,72.0,10.0,Los Angeles,2022.0,1.0,8.0,5.0,1,Winter,41.0,12.0,59.714285714285715,11.285714285714286,59.75,11.0,0.1388888888888889
D000,P016,2022-01-09,82.0,14.0,Los Angeles,2022.0,1.0,9.0,6.0,1,Winter,72.0,10.0,64.14285714285714,12.428571428571429,62.22222222222222,11.333333333333334,0.17073170731707318
D000,P016,2022-01-10,93.0,13.0,Los Angeles,2022.0,1.0,10.0,0.0,0,Winter,82.0,14.0,71.0,12.571428571428571,65.3,11.5,0.13978494623655913
D000,P016,2022-01-11,74.0,8.0,Los Angeles,2022.0,1.0,11.0,1.0,0,Winter,93.0,13.0,73.0,11.571428571428571,66.0909090909091,11.181818181818182,0.10810810810810811
D000,P016,2022-01-11,74.0,8.0,Los Angeles,2022.0,1.0,11.0,1.0,0,Winter,74.0,8.0,74.42857142857143,11.142857142857142,66.75,10.916666666666666,0.10810810810810811
D000,P016,2022-01-12,36.0,11.0,New York,2022.0,1.0,12.0,2.0,0,Winter,74.0,8.0,67.42857142857143,10.857142857142858,64.38461538461539,10.923076923076923,0.3055555555555556
D000,P016,2022-01-13,92.0,13.0,New York,2022.0,1.0,13.0,3.0,0,Winter,36.0,11.0,74.71428571428571,11.0,66.35714285714286,11.071428571428571,0.14130434782608695
D000,P016,2022-01-14,990.0,190.0,,2022.0,1.0,14.0,4.0,0,Winter,92.0,13.0,205.85714285714286,36.714285714285715,127.93333333333334,23.0,0.1919191919191919
D000,P016,2022-01-15,67.0,10.0,Los Angeles,2022.0,1.0,15.0,5.0,1,Winter,990.0,190.0,203.71428571428572,36.142857142857146,124.125,22.1875,0.14925373134328357
D000,P016,2022-01-16,42.0,15.0,Chicago,2022.0,1.0,16.0,6.0,1,Winter,67.0,10.0,196.42857142857142,36.42857142857143,119.29411764705883,21.764705882352942,0.35714285714285715
D000,P016,2022-01-17,47.0,8.0,Los Angeles,2022.0,1.0,17.0,0.0,0,Winter,42.0,15.0,192.57142857142858,36.42857142857143,115.27777777777777,21.0,0.1702127659574468
D000,P016,2022-01-18,77.0,5.0,Los Angeles,2022.0,1.0,18.0,1.0,0,Winter,47.0,8.0,193.0,36.0,113.26315789473684,20.157894736842106,0.06493506493506493
D000,P016,2022-01-19,76.0,16.0,New York,2022.0,1.0,19.0,2.0,0,Winter,77.0,5.0,198.71428571428572,36.714285714285715,111.4,19.95,0.21052631578947367
D000,P016,2022-01-20,88.0,19.0,Chicago,2022.0,1.0,20.0,3.0,0,Winter,76.0,16.0,198.14285714285714,37.57142857142857,110.28571428571429,19.904761904761905,0.2159090909090909
D000,P016,2022-01-21,22.0,13.0,Chicago,2022.0,1.0,21.0,4.0,0,Winter,88.0,19.0,59.857142857142854,12.285714285714286,106.27272727272727,19.59090909090909,0.5909090909090909
D000,P016,2022-01-22,73.0,19.0,New York,2022.0,1.0,22.0,5.0,1,Winter,22.0,13.0,60.714285714285715,13.571428571428571,104.82608695652173,19.565217391304348,0.2602739726027397
D000,P016,2022-01-23,89.0,6.0,New York,2022.0,1.0,23.0,6.0,1,Winter,73.0,19.0,67.42857142857143,12.285714285714286,104.16666666666667,19.0,0.06741573033707865
D000,P016,2022-01-24,97.0,10.0,New York,2022.0,1.0,24.0,0.0,0,Winter,89.0,6.0,74.57142857142857,12.571428571428571,103.88,18.64,0.10309278350515463
D000,P016,2022-01-25,18.0,14.0,Los Angeles,2022.0,1.0,25.0,1.0,0,Winter,97.0,10.0,66.14285714285714,13.857142857142858,100.57692307692308,18.46153846153846,0.7777777777777778
D000,P016,2022-01-26,27.0,15.0,Chicago,2022.0,1.0,26.0,2.0,0,Winter,18.0,14.0,59.142857142857146,13.714285714285714,97.85185185185185,18.333333333333332,0.5555555555555556
D000,P016,2022-01-27,25.0,5.0,Los Angeles,2022.0,1.0,27.0,3.0,0,Winter,27.0,15.0,50.142857142857146,11.714285714285714,95.25,17.857142857142858,0.2
D000,P016,2022-01-28,63.0,16.0,Los Angeles,2022.0,1.0,28.0,4.0,0,Winter,25.0,5.0,56.0,12.142857142857142,94.13793103448276,17.79310344827586,0.25396825396825395
D000,P016,2022-01-29,41.0,12.0,Los Angeles,2022.0,1.0,29.0,5.0,1,Winter,63.0,16.0,51.42857142857143,11.142857142857142,92.36666666666666,17.6,0.2926829268292683
D000,P016,2022-01-30,27.0,6.0,Los Angeles,2022.0,1.0,30.0,6.0,1,Winter,41.0,12.0,42.57142857142857,11.142857142857142,91.26666666666667,17.5,0.2222222222222222
D000,P016,2022-02-01,46.0,12.0,Chicago,2022.0,2.0,1.0,1.0,0,Winter,27.0,6.0,35.285714285714285,11.428571428571429,91.1,17.7,0.2608695652173913
D000,P016,2022-02-02,65.0,6.0,Los Angeles,2022.0,2.0,2.0,2.0,0,Winter,46.0,12.0,42.0,10.285714285714286,91.76666666666667,17.5,0.09230769230769231
D000,P016,2022-02-03,98.0,8.0,Los Angeles,2022.0,2.0,3.0,3.0,0,Winter,65.0,6.0,52.142857142857146,9.285714285714286,93.03333333333333,17.266666666666666,0.08163265306122448
D000,P016,2022-02-04,85.0,10.0,Los Angeles,2022.0,2.0,4.0,4.0,0,Winter,98.0,8.0,60.714285714285715,10.0,93.73333333333333,17.233333333333334,0.11764705882352941
D000,P016,2022-02-05,84.0,7.0,Chicago,2022.0,2.0,5.0,5.0,1,Winter,85.0,10.0,63.714285714285715,8.714285714285714,93.7,17.033333333333335,0.08333333333333333
D000,P016,2022-02-06,46.0,15.0,Chicago,2022.0,2.0,6.0,6.0,1,Winter,84.0,7.0,64.42857142857143,9.142857142857142,93.86666666666666,17.133333333333333,0.32608695652173914
D000,P016,2022-02-07,52.0,19.0,New York,2022.0,2.0,7.0,0.0,0,Winter,46.0,15.0,68.0,11.0,93.2,17.433333333333334,0.36538461538461536
D000,P016,2022-02-08,32.0,15.0,Chicago,2022.0,2.0,8.0,1.0,0,Winter,52.0,19.0,66.0,11.428571428571429,91.53333333333333,17.466666666666665,0.46875
D000,P016,2022-02-09,27.0,7.0,Chicago,2022.0,2.0,9.0,2.0,0,Winter,32.0,15.0,60.57142857142857,11.571428571428571,89.33333333333333,17.266666666666666,0.25925925925925924
D000,P016,2022-02-10,64.0,11.0,Chicago,2022.0,2.0,10.0,3.0,0,Winter,27.0,7.0,55.714285714285715,12.0,89.0,17.366666666666667,0.171875
D000,P016,2022-02-11,46.0,14.0,Chicago,2022.0,2.0,11.0,4.0,0,Winter,64.0,11.0,50.142857142857146,12.571428571428571,88.06666666666666,17.566666666666666,0.30434782608695654
D000,P016,2022-02-12,69.0,14.0,Chicago,2022.0,2.0,12.0,5.0,1,Winter,46.0,14.0,48.0,13.571428571428571,89.16666666666667,17.666666666666668,0.2028985507246377
D000,P016,2022-02-13,38.0,18.0,New York,2022.0,2.0,13.0,6.0,1,Winter,69.0,14.0,46.857142857142854,14.0,87.36666666666666,17.833333333333332,0.47368421052631576
D000,P016,2022-02-14,67.0,6.0,Los Angeles,2022.0,2.0,14.0,0.0,0,Winter,38.0,18.0,49.0,12.142857142857142,56.6,11.7,0.08955223880597014
D000,P016,2022-02-15,69.0,17.0,Chicago,2022.0,2.0,15.0,1.0,0,Winter,67.0,6.0,54.285714285714285,12.428571428571429,56.666666666666664,11.933333333333334,0.2463768115942029
D000,P016,2022-02-16,14.0,10.0,New York,2022.0,2.0,16.0,2.0,0,Winter,69.0,17.0,52.42857142857143,12.857142857142858,55.733333333333334,11.766666666666667,0.7142857142857143
D000,P016,2022-02-17,62.0,10.0,New York,2022.0,2.0,17.0,3.0,0,Winter,14.0,10.0,52.142857142857146,12.714285714285714,56.233333333333334,11.833333333333334,0.16129032258064516
D000,P016,2022-02-18,61.0,13.0,Chicago,2022.0,2.0,18.0,4.0,0,Winter,62.0,10.0,54.285714285714285,12.571428571428571,55.7,12.1,0.21311475409836064
D000,P016,2022-02-19,96.0,5.0,Los Angeles,2022.0,2.0,19.0,5.0,1,Winter,61.0,13.0,58.142857142857146,11.285714285714286,56.36666666666667,11.733333333333333,0.052083333333333336
D000,P016,2022-02-20,13.0,9.0,Chicago,2022.0,2.0,20.0,6.0,1,Winter,96.0,5.0,54.57142857142857,10.0,53.86666666666667,11.4,0.6923076923076923
D000,P016,2022-02-21,56.0,17.0,Los Angeles,2022.0,2.0,21.0,0.0,0,Winter,13.0,9.0,53.0,11.571428571428571,55.0,11.533333333333333,0.30357142857142855
D000,P016,2022-02-22,28.0,14.0,Los Angeles,2022.0,2.0,22.0,1.0,0,Winter,56.0,17.0,47.142857142857146,11.142857142857142,53.5,11.366666666666667,0.5
D000,P016,2022-02-23,69.0,11.0,Los Angeles,2022.0,2.0,23.0,2.0,0,Winter,28.0,14.0,55.0,11.285714285714286,52.833333333333336,11.533333333333333,0.15942028985507245
D000,P016,2022-02-24,92.0,14.0,Chicago,2022.0,2.0,24.0,3.0,0,Winter,69.0,11.0,59.285714285714285,11.857142857142858,52.666666666666664,11.666666666666666,0.15217391304347827
D000,P016,2022-02-25,65.0,13.0,Los Angeles,2022.0,2.0,25.0,4.0,0,Winter,92.0,14.0,59.857142857142854,11.857142857142858,54.233333333333334,11.633333333333333,0.2
D000,P016,2022-02-26,86.0,15.0,Chicago,2022.0,2.0,26.0,5.0,1,Winter,65.0,13.0,58.42857142857143,13.285714285714286,56.2,11.633333333333333,0.1744186046511628
D000,P016,2022-02-27,25.0,5.0,Los Angeles,2022.0,2.0,27.0,6.0,1,Winter,86.0,15.0,60.142857142857146,12.714285714285714,56.2,11.633333333333333,0.2
D000,P016,2022-02-28,18.0,16.0,Los Angeles,2022.0,2.0,28.0,0.0,0,Winter,25.0,5.0,54.714285714285715,12.571428571428571,54.7,11.633333333333333,0.8888888888888888
D000,P016,2022-03-01,95.0,12.0,Los Angeles,2022.0,3.0,1.0,1.0,0,Spring,18.0,16.0,64.28571428571429,12.285714285714286,56.5,11.633333333333333,0.12631578947368421
D000,P016,2022-03-02,18.0,12.0,New York,2022.0,3.0,2.0,2.0,0,Spring,95.0,12.0,57.0,12.428571428571429,56.2,11.833333333333334,0.6666666666666666
D000,P016,2022-03-03,81.0,10.0,Los Angeles,2022.0,3.0,3.0,3.0,0,Spring,18.0,12.0,55.42857142857143,11.857142857142858,57.36666666666667,11.766666666666667,0.12345679012345678
D000,P016,2022-03-04,83.0,14.0,New York,2022.0,3.0,4.0,4.0,0,Spring,81.0,10.0,58.0,12.0,57.96666666666667,12.033333333333333,0.1686746987951807
D000,P016,2022-03-05,79.0,6.0,Chicago,2022.0,3.0,5.0,5.0,1,Spring,83.0,14.0,57.0,10.714285714285714,57.333333333333336,11.966666666666667,0.0759493670886076
D000,P016,2022-03-06,19.0,18.0,Los Angeles,2022.0,3.0,6.0,6.0,1,Spring,79.0,6.0,56.142857142857146,12.571428571428571,55.13333333333333,12.233333333333333,0.9473684210526315
D000,P016,2022-03-07,63.0,15.0,Chicago,2022.0,3.0,7.0,0.0,0,Spring,19.0,18.0,62.57142857142857,12.428571428571429,54.43333333333333,12.5,0.23809523809523808
D000,P016,2022-03-08,59.0,13.0,Chicago,2022.0,3.0,8.0,1.0,0,Spring,63.0,15.0,57.42857142857143,12.571428571428571,54.86666666666667,12.433333333333334,0.22033898305084745
D000,P016,2022-03-09,23.0,17.0,New York,2022.0,3.0,9.0,2.0,0,Spring,59.0,13.0,58.142857142857146,13.285714285714286,53.9,12.366666666666667,0.7391304347826086
D000,P016,2022-03-10,59.0,16.0,Chicago,2022.0,3.0,10.0,3.0,0,Spring,23.0,17.0,55.0,14.142857142857142,54.8,12.4,0.2711864406779661
D000,P016,2022-03-11,42.0,12.0,Los Angeles,2022.0,3.0,11.0,4.0,0,Spring,59.0,16.0,49.142857142857146,13.857142857142858,55.3,12.566666666666666,0.2857142857142857
D000,P016,2022-03-12,65.0,18.0,Los Angeles,2022.0,3.0,12.0,5.0,1,Spring,42.0,12.0,47.142857142857146,15.571428571428571,55.333333333333336,12.8,0.27692307692307694
D000,P016,2022-03-13,13.0,18.0,Los Angeles,2022.0,3.0,13.0,6.0,1,Spring,65.0,18.0,46.285714285714285,15.571428571428571,54.233333333333334,12.933333333333334,1.3846153846153846
D000,P016,2022-03-14,35.0,9.0,Chicago,2022.0,3.0,14.0,0.0,0,Spring,13.0,18.0,42.285714285714285,14.714285714285714,53.1,12.766666666666667,0.2571428571428571
D000,P016,2022-03-15,45.0,5.0,Chicago,2022.0,3.0,15.0,1.0,0,Spring,35.0,9.0,40.285714285714285,13.571428571428571,53.333333333333336,12.333333333333334,0.1111111111111111
D000,P016,2022-03-16,60.0,7.0,New York,2022.0,3.0,16.0,2.0,0,Spring,45.0,5.0,45.57142857142857,12.142857142857142,53.1,12.366666666666667,0.11666666666666667
D000,P016,2022-03-17,70.0,12.0,Chicago,2022.0,3.0,17.0,3.0,0,Spring,60.0,7.0,47.142857142857146,11.571428571428571,53.13333333333333,12.2,0.17142857142857143
D000,P016,2022-03-18,65.0,7.0,Los Angeles,2022.0,3.0,18.0,4.0,0,Spring,70.0,12.0,50.42857142857143,10.857142857142858,54.833333333333336,12.1,0.1076923076923077
D000,P016,2022-03-19,30.0,12.0,Los Angeles,2022.0,3.0,19.0,5.0,1,Spring,65.0,7.0,45.42857142857143,10.0,53.766666666666666,12.166666666666666,0.4
D000,P016,2022-03-20,87.0,7.0,Chicago,2022.0,3.0,20.0,6.0,1,Spring,30.0,12.0,56.0,8.428571428571429,54.63333333333333,11.966666666666667,0.08045977011494253
D000,P016,2022-03-21,61.0,12.0,Los Angeles,2022.0,3.0,21.0,0.0,0,Spring,87.0,7.0,59.714285714285715,8.857142857142858,53.46666666666667,12.2,0.19672131147540983
D000,P016,2022-03-22,76.0,9.0,New York,2022.0,3.0,22.0,1.0,0,Spring,61.0,12.0,64.14285714285714,9.428571428571429,55.56666666666667,12.2,0.11842105263157894
